,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
166,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,8,2.0,4.0,44,2.0,189.00,25.00,2
167,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,29,1.0,128.00,45.00,1
168,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,137,1.0,99.00,25.00,2
169,House,Entire home/apt,Real Bed,4,180,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,14,4.0,8.0,119,3.0,169.00,25.00,4
170,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,9,1.0,119.00,0.00,2
171,House,Private room,Real Bed,1,60,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,21,1.0,90.00,40.00,1
172,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,44,1.0,105.00,0.00,1
173,Apartment,Private room,Real Bed,30,360,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,13,1.0,59.00,25.00,1
174,Apartment,Entire home/apt,Real Bed,30,90,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,19,1.0,200.00,0.00,1
175,Condominium,Entire home/apt,Real Bed,2,1125,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,8,2.0,4.0,103,2.0,325.00,25.00,6
176,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,199,1.0,110.00,25.00,1
177,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,211,1.0,424.00,0.00,1
178,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,4.0,6.0,43,2.0,85.00,0.00,6
179,Apartment,Entire home/apt,Real Bed,2,365,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,3,0.0,1.0,87,1.0,135.00,75.00,3
180,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,23,1.0,31.00,0.00,1
181,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,2.0,57,1.0,65.00,25.00,1
182,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,95.00,36.00,1
183,Loft,Entire home/apt,Real Bed,2,1120,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,1.0,380,1.0,40.00,10.00,2
184,Apartment,Private room,Real Bed,3,15,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,2.0,2,1.0,70.00,0.00,1
185,Apartment,Entire home/apt,Real Bed,60,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,0.0,1.0,1,1.0,298.00,0.00,1
186,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,793.00,0.00,1
187,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,5,2.0,2.0,3,1.0,903.00,100.00,3
188,Cabin,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,230,1.0,109.00,0.00,1
189,House,Private room,Real Bed,30,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,2,2.5,75.00,0.00,1
190,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,5,2.0,190.00,0.00,1
191,Apartment,Private room,Real Bed,7,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,100.00,0.00,1
192,Condominium,Entire home/apt,Real Bed,7,1123,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,7,2.0,400.00,20.00,4
194,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,12,2.0,125.00,60.00,1
195,House,Private room,Real Bed,1,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,203,1.5,100.00,0.00,1
196,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,2.0,2.0,11,1.0,761.00,200.00,3
197,Apartment,Entire home/apt,Real Bed,31,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,6,1.0,60.00,0.00,2
198,Apartment,Entire home/apt,Real Bed,2,300,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,211,1.5,80.00,15.00,2
199,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,8,3.0,5.0,0,2.0,895.00,35.00,6
200,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,3.0,4.0,7,1.0,55.00,0.00,1
201,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,2.0,0,1.0,359.00,0.00,1
202,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,506.00,0.00,1
203,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,7,2.0,4.0,112,2.0,350.00,0.00,5
204,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,4.0,11,3.0,518.00,50.00,4
205,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,7,2.0,5.0,229,1.5,60.00,10.00,5
206,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,8.0,4,2.5,351.00,80.00,3
207,Apartment,Private room,Real Bed,7,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,45,1.0,48.00,15.00,1
208,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,1,1.0,80.00,10.00,2
209,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,1.0,37,1.0,125.00,20.00,2
210,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,42,1.0,55.00,0.00,1
211,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,1,1.0,65.00,0.00,1
212,Guesthouse,Entire home/apt,Real Bed,1,30,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,6,1.0,3.0,385,1.0,100.00,20.00,6
213,Apartment,Private room,Real Bed,3,15,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,2,1.0,90.00,0.00,1
214,Villa,Entire home/apt,Real Bed,2,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,5,3.0,4.0,7,1.5,209.00,48.00,2
215,Apartment,Private room,Real Bed,1,365,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,27,1.0,188.00,0.00,1
216,Apartment,Entire home/apt,Real Bed,4,30,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,5,2.0,5.0,2,1.5,306.00,100.00,5
217,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,2.0,2.0,35,1.0,461.00,100.00,2
218,Apartment,Private room,Real Bed,4,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,1.0,2,1.0,40.00,0.00,1
219,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,2.0,227.00,0.00,1
220,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,3,2.0,2.0,54,1.0,35.00,22.00,1
221,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,180,1.0,79.00,0.00,1
222,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,1.0,7,1.0,133.00,0.00,1
223,Apartment,Entire home/apt,Airbed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,3.0,19,1.0,125.00,0.00,1
224,Apartment,Entire home/apt,Real Bed,4,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,26,1.0,100.00,20.00,1
225,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,353.00,0.00,1
226,Bed and breakfast,Private room,Real Bed,4,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,2.0,38,1.0,283.00,100.00,1
227,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,0,1.0,35.00,0.00,1
228,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,8,4.0,7.0,104,2.0,499.00,100.00,5
229,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,0,1.0,200.00,0.00,1
230,Apartment,Private room,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,24,1.0,148.00,0.00,1
231,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,2.0,41,1.0,161.00,50.00,2
232,Condominium,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,24,1.0,1000.00,0.00,2
233,Condominium,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,8,2.0,2.0,0,2.0,933.00,0.00,1
234,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,36,1.0,267.00,100.00,2
235,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,2,1.0,60.00,10.00,1
236,Guest suite,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,2.0,25,1.0,150.00,15.00,2
237,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,3.0,22,1.0,348.00,0.00,1
238,Apartment,Entire home/apt,Real Bed,32,32,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,5,4.0,5.0,1,2.0,130.00,0.00,1
239,Condominium,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,1.0,16,1.0,125.00,22.00,3
240,Apartment,Private room,Real Bed,1,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,4,1.0,234.00,0.00,2
241,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,0,1.0,239.00,0.00,1
242,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,5,1.0,64.00,0.00,2
243,Cabin,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,1,1.0,65.00,0.00,1
244,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,2.5,60.00,0.00,1
245,Apartment,Entire home/apt,Real Bed,2,3,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,28,1.5,90.00,0.00,2
246,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,58,1.0,105.00,0.00,1
247,Apartment,Entire home/apt,Real Bed,2,365,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,2.0,2,1.0,548.00,100.00,1
248,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,550.00,0.00,1
249,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,0,1.0,25.00,0.00,1
250,Apartment,Entire home/apt,Real Bed,2,50,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,207,1.0,85.00,0.00,2
251,Apartment,Entire home/apt,Real Bed,179,179,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,60.00,0.00,1
252,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,176,1.0,90.00,0.00,1
253,Apartment,Entire home/apt,Real Bed,3,360,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,2.0,33,1.0,112.00,0.00,1
254,House,Private room,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,1,1.0,55.00,0.00,1
255,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,0,2.0,124.00,0.00,1
256,House,Private room,Real Bed,1,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,142.00,50.00,1
257,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,4,1.0,40.00,0.00,1
258,House,Entire home/apt,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,8,4.0,4.0,0,2.0,650.00,0.00,1
259,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,3,1.0,691.00,0.00,1
260,Loft,Entire home/apt,Real Bed,3,15,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,0.0,1.0,0,1.0,179.00,0.00,1
261,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,95,1.0,150.00,25.00,1
262,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,8,3.0,4.0,36,2.0,1492.00,79.00,1
263,Apartment,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,269,1.0,502.00,0.00,1
264,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,5,1.0,65.00,0.00,1
265,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,1,1.0,903.00,0.00,1
266,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,2.0,0,2.0,1000.00,0.00,1
267,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,4.0,4.0,20,1.0,90.00,0.00,6
268,Apartment,Entire home/apt,Real Bed,3,89,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,5,1.0,1.0,22,1.0,250.00,60.00,3
269,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,163,1.0,34.00,0.00,2
270,Other,Entire home/apt,Real Bed,5,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,4,0.0,3.0,2,1.0,250.00,0.00,1
271,Apartment,Private room,Real Bed,1,365,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,0,1.0,42.00,20.00,1
272,House,Private room,Real Bed,2,10,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,76,2.0,52.00,0.00,2
273,Apartment,Private room,Couch,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,1,1.0,158.00,105.00,1
274,Condominium,Entire home/apt,Real Bed,5,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,18,2.0,240.00,0.00,1
275,Apartment,Private room,Real Bed,2,90,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,2.0,71,1.0,306.00,0.00,1
276,Condominium,Entire home/apt,Real Bed,5,45,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,35.00,0.00,1
277,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,246.00,199.00,1
278,Apartment,Private room,Real Bed,30,730,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,122,1.5,30.00,0.00,1
279,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,4.0,94,1.0,225.00,0.00,1
280,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,5,2.0,2.0,17,2.0,200.00,0.00,1
281,Apartment,Entire home/apt,Real Bed,6,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,1,1.0,150.00,0.00,1
282,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,75,1.0,38.00,40.00,1
283,Townhouse,Private room,Real Bed,2,7,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,3,1.5,171.00,0.00,4
284,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,3.0,3.0,10,1.0,120.00,0.00,1
285,Chalet,Entire home/apt,Real Bed,5,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,242.00,0.00,1
286,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,4.0,5,1.0,75.00,15.00,2
287,Loft,Entire home/apt,Real Bed,5,120,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,0.0,0.0,39,1.0,99.00,20.00,2
288,Apartment,Entire home/apt,Real Bed,3,1100,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,5,3.0,4.0,95,2.0,87.00,20.00,3
289,Apartment,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,3.0,5.0,165,1.5,199.00,65.00,4
290,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,7,2.0,3.0,14,1.0,351.00,0.00,1
291,Apartment,Entire home/apt,Real Bed,5,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,57,1.0,45.00,0.00,1
292,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,33,1.0,589.00,55.00,1
293,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,8,2.0,4.0,3,2.0,595.00,0.00,1
294,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,70,1.0,125.00,0.00,1
295,Apartment,Private room,Real Bed,1,5,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,21,1.0,65.00,0.00,2
296,Apartment,Entire home/apt,Real Bed,21,28,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,70.00,0.00,1
297,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,79,1.0,49.00,10.00,1
298,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,25,1.0,75.00,10.00,4
299,Condominium,Entire home/apt,Real Bed,3,180,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,3,0.0,1.0,19,1.0,139.00,0.00,1
300,Apartment,Private room,Real Bed,32,40,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,12,1.0,38.00,8.00,1
301,Condominium,Entire home/apt,Real Bed,1,365,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,5,1.0,3.0,28,1.0,246.00,0.00,1
302,Apartment,Entire home/apt,Real Bed,2,2,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,2.0,2.0,1,1.0,79.00,0.00,1
303,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,217,1.0,250.00,50.00,4
304,House,Private room,Real Bed,2,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,2.0,5,1.5,317.00,0.00,1
305,House,Entire home/apt,Real Bed,5,25,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,5,2.0,3.0,1,2.5,399.00,0.00,1
306,Apartment,Entire home/apt,Real Bed,15,25,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,8,4.0,4.0,0,7.0,2499.00,0.00,1
307,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,47.00,0.00,1
308,House,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,2.0,29,1.0,65.00,0.00,1
309,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,32,1.0,139.00,50.00,2
310,Cabin,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,291,1.0,80.00,0.00,2
311,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,3.0,0,2.0,1600.00,0.00,1
312,Apartment,Private room,Real Bed,2,20,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,17,1.0,95.00,0.00,1
313,Apartment,Entire home/apt,Real Bed,3,45,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,5,2.0,4.0,212,1.0,59.00,15.00,2
314,Apartment,Entire home/apt,Real Bed,1,40,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,193,1.0,322.00,89.00,2
315,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,27,1.0,80.00,15.00,2
316,Loft,Entire home/apt,Real Bed,2,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,2.0,89,0.5,221.00,0.00,1
317,Loft,Entire home/apt,Real Bed,3,1124,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,7,1.0,70.00,10.00,2
318,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,53,1.0,69.00,0.00,1
319,Apartment,Entire home/apt,Real Bed,180,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,2.0,0,2.0,148.00,0.00,1
320,Apartment,Private room,Real Bed,5,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,2.0,1.0,0,1.0,90.00,0.00,1
321,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,1.0,1,2.0,679.00,0.00,1
322,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,1,1.0,1.0,0,1.0,60.00,0.00,1
323,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,60,1.0,1303.00,0.00,1
324,Condominium,Entire home/apt,Real Bed,3,45,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,2.0,55,2.0,174.00,0.00,1
325,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,0,1.0,75.00,0.00,1
326,House,Entire home/apt,Real Bed,2,7,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,6,1.0,5.0,0,1.0,125.00,20.00,3
327,Apartment,Entire home/apt,Real Bed,3,90,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,7,3.0,4.0,22,1.0,559.00,107.00,6
328,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,2.0,90,2.0,527.00,0.00,6
329,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,0.0,70.00,0.00,1
330,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,269.00,0.00,1
331,Apartment,Entire home/apt,Real Bed,5,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,4.0,4.0,0,4.0,3499.00,0.00,1
